date,Mkt-RF,SMB,HML,RF
20200811,-0.83,-0.31,1.61,0
20200812,1.4,-0.51,-1.33,0
20200813,-0.02,0.18,-1.32,0
20200814,-0.04,-0.08,1.09,0
20200817,0.45,0.59,-1.94,0
20200818,0.23,-1.07,-1.42,0
20200819,-0.38,0.48,0.09,0
20200820,0.31,-0.51,-1.55,0
20200821,0.26,-1.08,-0.44,0
20200824,0.92,-0.36,2.59,0
20200825,0.35,0.16,-0.64,0
20200826,1,-1.17,-1.75,0
20200827,0.18,-0.34,0.95,0
20200828,0.7,0.26,-0.22,0
20200831,-0.04,-0.42,-1.75,0
20200901,0.92,0.44,-0.32,0
20200902,1.27,-0.5,-0.45,0
20200903,-3.7,-0.22,2.6,0
20200904,-0.87,-0.17,2.07,0
20200908,-2.93,0.65,-0.29,0
20200909,2.07,-0.18,-1.99,0
20200910,-1.64,0.31,-0.06,0
20200911,-0.05,-0.84,0.9,0
20200914,1.58,1.19,-0.8,0
20200915,0.57,-0.27,-1.46,0
20200916,-0.4,0.76,1.32,0
20200917,-0.85,0.37,0.2,0
20200918,-0.89,0.79,-0.21,0
20200921,-1.07,-2.03,-1.9,0
20200922,1.01,-0.17,-1.6,0
20200923,-2.47,-0.7,0.16,0
20200924,0.26,-0.21,0.38,0
20200925,1.71,0.15,-1.34,0
20200928,1.65,0.72,1.05,0
20200929,-0.42,0.75,-1.32,0
20200930,0.79,-0.73,0.16,0
20201001,0.79,1.05,-0.55,0
20201002,-0.97,1.08,2.43,0
20201005,1.94,1.02,-0.09,0
20201006,-1.28,0.74,0.25,0
20201007,1.84,0.58,0.16,0
20201008,0.8,-0.03,1.07,0
20201009,0.93,0.01,-1.42,0
20201012,1.54,-0.83,-0.09,0
20201013,-0.42,0.18,-1.74,0
20201014,-0.65,0.08,0.03,0
20201015,-0.08,0.9,1.14,0
20201016,-0.06,-0.18,0.05,0
20201019,-1.53,0.34,0.32,0
20201020,0.35,-0.24,1.26,0
20201021,-0.36,-0.47,0.41,0
20201022,0.66,0.61,1.03,0
20201023,0.39,0.42,0.04,0
20201026,-1.85,-0.28,-0.39,0
20201027,-0.23,-0.07,-2.33,0
20201028,-3.42,0.02,0.57,0
20201029,1.13,0.16,0.27,0
20201030,-1.45,-0.79,1.85,0
20201102,1.17,0.52,1,0
20201103,1.93,1.01,-0.19,0
20201104,2.25,-1.49,-5.03,0
20201105,2.12,0.99,0.54,0
20201106,0.01,-0.86,-0.92,0
20201109,0.83,0.79,6.73,0
20201110,-0.16,1.55,2.15,0
20201111,0.88,-0.55,-1.78,0
20201112,-0.94,-0.22,-1.19,0
20201113,1.31,0.6,1.15,0
20201116,1.22,0.79,1.98,0
20201117,-0.2,0.62,-0.01,0
20201118,-0.94,-0.04,0.03,0
20201119,0.58,0.47,-0.78,0
20201120,-0.51,0.67,-0.6,0
20201123,0.82,0.88,1.56,0
20201124,1.56,-0.12,2.78,0
20201125,0.02,0,-1.32,0
