date,Mkt-RF,SMB,HML,RF
20120614,1.04,0.19,0.33,0
20120615,1.07,0.09,-0.03,0
20120618,0.21,0.14,-0.87,0
20120619,1.09,0.68,0.28,0
20120620,-0.14,-0.11,0.16,0
20120621,-2.26,-0.19,0.17,0
20120622,0.79,0.64,0.17,0
20120625,-1.63,0.1,-0.27,0
20120626,0.52,-0.11,0.02,0
20120627,0.93,0.4,0.43,0
20120628,-0.24,0.19,0.33,0
20120629,2.55,0.35,-0.62,0
20120702,0.33,0.73,-0.06,0
20120703,0.76,0.64,0.08,0
20120705,-0.36,0.57,-0.83,0
20120706,-0.99,-0.38,0.38,0
20120709,-0.23,-0.23,-0.23,0
20120710,-0.84,-0.36,0.32,0
20120711,-0.09,-0.41,0.77,0
20120712,-0.5,0.24,-0.68,0
20120713,1.62,-0.4,0.57,0
20120716,-0.31,-0.36,-0.22,0
20120717,0.67,-0.57,0.27,0
20120718,0.71,0.25,-0.82,0
20120719,0.27,-0.38,-0.93,0
20120720,-1.06,-0.34,0.07,0
20120723,-1.02,-0.68,0.19,0
20120724,-0.99,-0.57,0.28,0
20120725,-0.01,0.27,-0.01,0
20120726,1.54,-0.9,0.34,0
20120727,1.96,0.56,0.07,0
20120730,-0.12,-0.41,0.23,0
20120731,-0.47,-0.05,0.18,0
20120801,-0.51,-1.58,0.36,0
20120802,-0.69,0.3,-0.35,0
20120803,1.99,0.52,0.49,0
20120806,0.34,0.6,0.01,0
20120807,0.64,0.32,0.08,0
20120808,0.09,-0.24,0.63,0
20120809,0.12,0.35,0.05,0
20120810,0.17,-0.35,-0.05,0
20120813,-0.14,-0.14,0.02,0
20120814,-0.03,-0.43,-0.04,0
20120815,0.28,0.73,-0.06,0
20120816,0.74,0.45,-0.14,0
20120817,0.27,0.62,0.11,0
20120820,-0.06,-0.47,0.56,0
20120821,-0.32,0.1,0.43,0
20120822,0,-0.43,-0.34,0
20120823,-0.78,0,-0.36,0
20120824,0.61,-0.26,-0.01,0
20120827,-0.06,0.13,-0.11,0
20120828,0.01,0.6,-0.12,0
20120829,0.15,0.26,0.08,0
20120830,-0.8,-0.44,-0.03,0
20120831,0.52,-0.1,-0.02,0
20120904,0.08,1,-0.2,0
20120905,-0.05,-0.1,0.37,0
20120906,2.07,-0.13,0.33,0
20120907,0.46,-0.04,0.74,0
20120910,-0.57,0.33,-0.07,0
20120911,0.28,0,0.52,0
20120912,0.27,0.15,0.28,0
20120913,1.56,-0.41,0.53,0
20120914,0.54,0.51,0.45,0
20120917,-0.42,-0.16,-0.71,0
20120918,-0.15,-0.01,-0.21,0
20120919,0.18,-0.15,0.04,0
20120920,-0.13,-0.43,-0.12,0
20120921,0.04,0.5,-0.02,0
20120924,-0.26,-0.19,0.36,0
20120925,-1.11,-0.31,-0.34,0
20120926,-0.57,-0.03,0.02,0
20120927,0.99,0.23,-0.14,0
20120928,-0.46,-0.3,-0.22,0
20121001,0.26,0.07,0.22,0
20121002,0.1,-0.14,0.23,0
20121003,0.36,-0.63,-0.05,0
20121004,0.76,-0.2,0.7,0
20121005,-0.03,-0.16,0.22,0
20121008,-0.36,-0.24,0.2,0
20121009,-1.05,-0.31,0.33,0
20121010,-0.58,0.42,0.29,0
20121011,0.11,0.24,0.62,0
20121012,-0.35,-0.29,-0.88,0
20121015,0.79,-0.16,0.13,0
20121016,1,-0.23,-0.21,0
20121017,0.49,0.14,1.05,0
20121018,-0.31,-0.6,0.26,0
20121019,-1.68,-0.41,0.46,0
20121022,0,-0.06,0.18,0
20121023,-1.29,0.99,-0.5,0
20121024,-0.28,-0.13,0.41,0
20121025,0.27,0.21,0.02,0
20121026,-0.07,-0.12,-0.45,0
20121031,0.14,0.48,0.36,0
20121101,1.19,0.16,0.14,0
20121102,-1.04,-0.57,0.26,0
20121105,0.28,0.44,-0.22,0
20121106,0.8,-0.07,0.54,0
20121107,-2.31,-0.02,-1.33,0
20121108,-1.24,-0.25,0.43,0
20121109,0.15,0.02,-0.11,0
20121112,0,-0.16,0.01,0
20121113,-0.4,-0.2,-0.28,0
20121114,-1.4,-0.35,-0.18,0
20121115,-0.24,-0.42,0.22,0
20121116,0.57,0.07,0.04,0
20121119,1.98,0.23,-0.06,0
20121120,0.11,-0.06,0.17,0
20121121,0.31,0.37,-0.15,0
20121123,1.28,-0.15,0.08,0
20121126,-0.15,0.56,-0.19,0
20121127,-0.43,0.46,-0.2,0
20121128,0.83,0.04,-0.3,0
20121129,0.54,0.69,0.02,0
20121130,0.02,-0.16,0.28,0
20121203,-0.46,0.29,0.25,0.001
20121204,-0.16,0.35,-0.03,0.001
20121205,0.17,-0.69,0.88,0.001
20121206,0.31,-0.16,-0.14,0.001
20121207,0.28,-0.41,0.29,0.001
20121210,0.11,0.44,-0.05,0.001
20121211,0.68,0.46,-0.07,0.001
20121212,-0.02,-0.71,0.51,0.001
20121213,-0.57,0.09,0.08,0.001
20121214,-0.34,0.28,0.25,0.001
20121217,1.16,-0.06,0.61,0.001
20121218,1.21,0.31,0.06,0.001
20121219,-0.6,0.6,0.25,0.001
20121220,0.53,-0.24,0.73,0.001
20121221,-0.88,0.48,-0.28,0.001
20121224,-0.24,-0.19,-0.03,0.001
20121226,-0.54,-0.19,0.33,0.001
20121227,-0.11,0,-0.13,0.001
20121228,-1,0.48,0.02,0.001
20121231,1.71,0.38,-0.11,0.001
20130102,2.62,0.13,0.41,0
20130103,-0.13,0.1,0.05,0
20130104,0.55,0.12,0.37,0
20130107,-0.31,-0.09,-0.36,0
20130108,-0.26,0.05,-0.01,0
20130109,0.35,0.28,-0.4,0
20130110,0.67,-0.65,0.51,0
20130111,0.01,0.1,-0.44,0
20130114,-0.07,0.04,-0.07,0
20130115,0.18,0.25,0.01,0
20130116,-0.06,-0.26,0.24,0
20130117,0.61,0.4,-0.11,0
20130118,0.28,0.04,-0.11,0
20130122,0.49,0.15,0.46,0
20130123,0.09,-0.32,-0.09,0
20130124,0.1,0.28,0.04,0
20130125,0.58,-0.14,-0.32,0
20130128,-0.14,0.41,0.16,0
20130129,0.36,-0.44,0.32,0
20130130,-0.38,-0.85,0.16,0
20130131,-0.07,0.69,0.16,0
20130201,0.99,0.07,0.24,0
20130204,-1.2,-0.13,-0.17,0
20130205,1.07,-0.08,0.15,0
20130206,0.15,0.3,0.14,0
20130207,-0.16,-0.05,0.03,0
20130208,0.58,0.02,-0.18,0
20130211,-0.08,-0.02,0.38,0
20130212,0.16,0.2,0.74,0
20130213,0.14,0.1,0.03,0
20130214,0.11,0.29,0.14,0
20130215,-0.11,0.03,-0.07,0
20130219,0.75,0.24,0.16,0
20130220,-1.36,-0.54,-0.61,0
20130221,-0.66,-0.29,-0.03,0
20130222,0.94,0.22,-0.04,0
20130225,-1.82,-0.19,-0.73,0
20130226,0.58,-0.17,0.05,0
20130227,1.29,-0.38,0.15,0
20130228,-0.06,0.1,-0.14,0
20130301,0.22,0.16,-0.3,0
20130304,0.47,-0.32,0.1,0
20130305,1.01,0.18,-0.16,0
20130306,0.18,0.04,0.47,0
20130307,0.27,0.18,0.43,0
20130308,0.53,0.38,-0.17,0
20130311,0.3,-0.33,0.26,0
20130312,-0.22,0.04,-0.17,0
20130313,0.2,0.18,0.1,0
20130314,0.58,0.36,0.41,0
20130315,-0.19,0.02,0.41,0
20130318,-0.5,0.15,-0.29,0
20130319,-0.23,-0.01,0.01,0
20130320,0.76,0.25,-0.01,0
20130321,-0.85,0.18,-0.27,0
20130322,0.63,-0.44,-0.25,0
20130325,-0.29,0.29,0.03,0
20130326,0.76,-0.38,-0.22,0
20130327,-0.02,0.14,-0.28,0
20130328,0.39,-0.27,-0.29,0
20130401,-0.57,-0.91,0.01,0
20130402,0.33,-0.89,-0.28,0
20130403,-1.16,-0.41,-0.12,0
20130404,0.42,0.19,0.26,0
20130405,-0.41,0.05,0.33,0
20130408,0.7,0.14,0.27,0
20130409,0.31,-0.41,0.17,0
20130410,1.28,0.65,-0.1,0
20130411,0.35,-0.23,-0.18,0
20130412,-0.28,-0.08,-0.45,0
20130415,-2.48,-1.42,-0.29,0
20130416,1.47,0.17,0.09,0
20130417,-1.46,-0.26,-0.52,0
20130418,-0.71,0.18,-0.02,0
20130419,0.97,0.08,0.11,0
20130422,0.45,-0.16,-0.12,0
20130423,1.11,0.47,0.61,0
20130424,0.06,0.34,1.16,0
20130425,0.49,0.17,-0.11,0
20130426,-0.2,-0.36,-0.23,0
20130429,0.67,0.09,-0.1,0
20130430,0.29,0.37,-0.01,0
20130501,-1.08,-1.39,-0.18,0
20130502,1.04,0.61,0.1,0
20130503,1.12,0.62,0.19,0
20130506,0.23,0.23,0.84,0
20130507,0.54,0.11,0.15,0
20130508,0.44,-0.24,0.15,0
20130509,-0.31,0.1,-0.25,0
20130510,0.54,0.43,-0.18,0
20130513,-0.02,-0.2,-0.03,0
20130514,1.1,0.15,0.25,0
20130515,0.51,-0.12,0.23,0
20130516,-0.51,0.14,-0.25,0
20130517,1.04,-0.01,0.33,0
20130520,-0.06,0.36,0.47,0
20130521,0.16,-0.13,-0.07,0
20130522,-0.92,-0.72,-0.14,0
20130523,-0.19,0.47,-0.09,0
20130524,-0.07,0.18,0.09,0
20130528,0.77,0.63,0.22,0
20130529,-0.7,-0.35,0.56,0
20130530,0.5,0.35,0.47,0
20130531,-1.32,0.51,-0.26,0
20130603,0.49,0.13,0.1,0
20130604,-0.55,-0.31,-0.18,0
20130605,-1.38,0.09,-0.28,0
20130606,0.89,0.19,0.2,0
20130607,1.3,-0.47,0.05,0
20130610,0.07,0.66,0.21,0
20130611,-1.04,0.01,-0.58,0
20130612,-0.82,0.01,-0.06,0
20130613,1.47,0.09,0.33,0
20130614,-0.59,-0.22,-0.56,0
20130617,0.73,-0.08,0.12,0
20130618,0.8,0.38,-0.05,0
20130619,-1.28,0.15,0.15,0
20130620,-2.45,0.02,0.39,0
20130621,0.14,0.21,-0.1,0
20130624,-1.19,0.09,-0.66,0
20130625,0.96,-0.02,0.83,0
20130626,0.92,-0.73,-0.17,0
20130627,0.77,0.81,0.37,0
20130628,-0.34,0.31,-0.12,0
20130701,0.72,0.78,-0.13,0
20130702,-0.1,0.01,0.07,0
20130703,0.12,0.19,-0.21,0
20130705,1.11,0.35,0.46,0
20130708,0.53,-0.18,0.05,0
20130709,0.75,0.04,0.3,0
20130710,0.06,0.36,-0.37,0
20130711,1.33,-0.09,-0.67,0
20130712,0.34,-0.02,0.21,0
20130715,0.2,0.49,0.34,0
20130716,-0.41,0.03,0.09,0
20130717,0.3,-0.02,0.19,0
20130718,0.55,0.01,0.95,0
20130719,0.09,-0.13,0.27,0
20130722,0.23,0.09,0.33,0
20130723,-0.15,0.1,0.31,0
20130724,-0.39,-0.28,-0.28,0
20130725,0.42,0.61,-0.4,0
20130726,0.02,-0.62,-0.28,0
20130729,-0.37,-0.31,-0.31,0
20130730,0.11,0.2,-0.5,0
20130731,0.1,0.13,0.15,0
20130801,1.4,0.06,0.08,0
20130802,0.2,-0.21,-0.33,0
20130805,-0.07,0.5,-0.17,0
20130806,-0.68,-0.33,-0.1,0
20130807,-0.42,-0.37,-0.02,0
20130808,0.47,0,0.04,0
20130809,-0.29,0.12,-0.19,0
20130812,-0.02,0.59,-0.22,0
20130813,0.2,-0.3,-0.05,0
20130814,-0.5,0.13,0.28,0
20130815,-1.47,-0.37,0.28,0
20130816,-0.26,0.05,0.13,0
20130819,-0.62,-0.19,-0.74,0
20130820,0.53,0.87,0.09,0
20130821,-0.59,-0.02,-0.43,0
20130822,0.93,0.51,0.07,0
20130823,0.38,-0.21,-0.16,0
20130826,-0.29,0.51,-0.48,0
20130827,-1.75,-0.72,-0.34,0
20130828,0.3,0.1,0.09,0
20130829,0.34,0.81,-0.44,0
20130830,-0.47,-1.15,-0.19,0
20130903,0.46,0.04,0.15,0
20130904,0.83,0.01,-0.18,0
20130905,0.19,0.15,0.4,0
20130906,0,0.03,0.03,0
20130909,1.09,0.46,-0.21,0
20130910,0.8,0.01,0.2,0
20130911,0.28,-0.23,0.03,0
20130912,-0.32,-0.23,-0.36,0
20130913,0.29,0.25,-0.05,0
20130916,0.49,-0.44,0.4,0
20130917,0.54,0.47,-0.12,0
20130918,1.1,-0.16,-0.47,0
20130919,-0.13,0.17,-0.62,0
20130920,-0.63,0.53,0.19,0
20130923,-0.45,0.45,-0.41,0
20130924,-0.13,0.53,0.02,0
20130925,-0.23,0.03,0.58,0
20130926,0.41,0.2,-0.73,0
20130927,-0.39,-0.03,-0.01,0
20130930,-0.49,0.52,0.01,0
20131001,0.9,0.41,-0.1,0
20131002,-0.1,-0.37,-0.07,0
20131003,-0.89,-0.18,0.18,0
20131004,0.75,-0.01,0.1,0
20131007,-0.95,-0.27,0,0
20131008,-1.35,-0.49,0.8,0
20131009,-0.05,-0.44,0.62,0
20131010,2.22,0.16,-0.04,0
20131011,0.71,0.79,-0.01,0
20131014,0.43,0.21,-0.1,0
20131015,-0.73,-0.2,0.03,0
20131016,1.37,-0.33,0.15,0
20131017,0.7,0.15,-0.06,0
20131018,0.72,0.29,0.12,0
20131021,-0.02,-0.11,0.01,0
20131022,0.51,-0.27,0.04,0
20131023,-0.51,0.15,-0.32,0
20131024,0.42,0.43,-0.3,0
20131025,0.33,-0.33,0.08,0
20131028,0.1,-0.07,0.05,0
20131029,0.54,-0.15,-0.06,0
20131030,-0.6,-0.78,0.5,0
20131031,-0.33,-0.08,-0.45,0
20131101,0.2,-0.67,0.22,0
20131104,0.47,0.77,-0.06,0
20131105,-0.23,-0.02,-0.24,0
20131106,0.27,-0.83,0.34,0
20131107,-1.46,-0.33,0.15,0
20131108,1.46,0.52,0.44,0
20131111,0.11,0,-0.14,0
20131112,-0.18,0.41,-0.7,0
20131113,0.9,0.11,-0.11,0
20131114,0.43,-0.58,0.3,0
20131115,0.44,0.09,-0.29,0
20131118,-0.5,-0.45,0.46,0
20131119,-0.27,-0.29,0.25,0
20131120,-0.33,0.28,0.02,0
20131121,0.96,0.78,-0.03,0
20131122,0.5,-0.04,0.07,0
20131125,-0.11,0.14,0.13,0
20131126,0.17,0.84,-0.41,0
20131127,0.3,0.34,-0.04,0
20131129,-0.03,0.29,-0.15,0
20131202,-0.32,-0.96,0.14,0
20131203,-0.34,-0.07,-0.09,0
20131204,-0.08,-0.22,0.29,0
20131205,-0.34,0.7,-0.64,0
20131206,1.02,-0.3,0.18,0
20131209,0.17,-0.42,0.02,0
20131210,-0.34,-0.57,0.23,0
20131211,-1.16,-0.33,0.07,0
20131212,-0.24,0.38,0.23,0
20131213,0.09,0.25,0.01,0
20131216,0.67,0.58,-0.13,0
20131217,-0.25,0.23,-0.08,0
20131218,1.55,-0.48,0.05,0
20131219,-0.1,-0.55,0.24,0
20131220,0.69,1.31,-0.3,0
20131223,0.62,0.49,-0.01,0
20131224,0.34,0.1,0.09,0
20131226,0.44,-0.31,-0.32,0
20131227,-0.05,-0.06,0.24,0
20131230,0,0.03,-0.3,0
20131231,0.43,-0.18,0.08,0
20140102,-0.88,-0.28,0.17,0
20140103,0.03,0.37,0.03,0
20140106,-0.34,-0.57,0.3,0
20140107,0.68,0.39,-0.38,0
20140108,0.04,-0.02,-0.1,0
20140109,0.02,0.2,-0.45,0
20140110,0.27,0.55,-0.81,0
20140113,-1.32,-0.08,0.1,0
20140114,1.15,0.15,-0.3,0
20140115,0.53,0.22,0.21,0
20140116,-0.07,0.32,-0.7,0
20140117,-0.39,0.02,0.03,0
20140121,0.3,0.47,0,0
20140122,0.15,0.3,0.22,0
20140123,-0.86,0.16,-0.52,0
20140124,-2.18,-0.38,0.18,0
20140127,-0.65,-0.84,0.39,0
20140128,0.73,0.18,0.03,0
20140129,-1.07,-0.39,0.23,0
20140130,1.22,0.29,-0.38,0
20140131,-0.66,-0.08,-0.32,0
20140203,-2.48,-0.86,0.29,0
20140204,0.77,-0.02,-0.05,0
20140205,-0.23,-0.62,0.2,0
20140206,1.22,-0.47,0.28,0
20140207,1.33,-0.17,-0.65,0
20140210,0.16,0.13,-0.47,0
20140211,1.1,-0.19,0.25,0
20140212,0.11,0.25,-0.05,0
20140213,0.72,0.71,-0.08,0
20140214,0.42,-0.37,0.37,0
20140218,0.27,0.97,-0.26,0
20140219,-0.74,-0.28,-0.44,0
20140220,0.71,0.57,-0.21,0
20140221,-0.09,0.34,-0.03,0
20140224,0.65,0.18,0.33,0
20140225,-0.1,0.14,-0.6,0
20140226,0.13,0.68,-0.08,0
20140227,0.54,0.14,0,0
20140228,0.15,-0.73,0.84,0
20140303,-0.7,0.1,0.14,0
20140304,1.67,1.11,-0.13,0
20140305,0.01,-0.26,0.28,0
20140306,0.16,-0.32,0.77,0
20140307,0.04,-0.12,0.52,0
20140310,-0.09,-0.1,0.08,0
20140311,-0.62,-0.53,-0.19,0
20140312,0.13,0.3,-0.17,0
20140313,-1.21,-0.12,0.22,0
20140314,-0.16,0.68,-0.1,0
20140317,0.9,-0.37,0.02,0
20140318,0.82,0.74,-0.39,0
20140319,-0.59,-0.17,0.62,0
20140320,0.52,-0.48,0.99,0
20140321,-0.37,-0.28,0.87,0
20140324,-0.64,-0.9,0.92,0
20140325,0.29,-0.35,0.14,0
20140326,-0.89,-1.17,0.26,0
20140327,-0.18,-0.1,-0.34,0
20140328,0.41,-0.44,0.55,0
20140331,0.96,1,-0.18,0
20140401,0.87,0.74,-0.37,0
20140402,0.3,0.03,0.15,0
20140403,-0.31,-0.9,0.81,0
20140404,-1.47,-1.13,0.7,0
20140407,-1.25,-0.3,-0.06,0
20140408,0.49,0.29,-0.22,0
20140409,1.21,0.33,-0.86,0
20140410,-2.24,-0.71,0.79,0
20140411,-1.07,-0.39,0.24,0
20140414,0.71,-0.51,0.2,0
20140415,0.6,-0.37,0.19,0
20140416,1.12,0.06,-0.37,0
20140417,0.23,0.36,0.23,0
20140421,0.38,0.2,-0.43,0
20140422,0.57,0.73,-0.35,0
20140423,-0.31,-0.64,0.91,0
20140424,0.08,-0.4,-0.16,0
20140425,-1.05,-0.97,0.56,0
20140428,0.12,-0.64,-0.58,0
20140429,0.57,-0.21,-0.13,0
20140430,0.35,0.23,-0.05,0
20140501,0.04,-0.15,-0.17,0
20140502,-0.08,0.21,0.41,0
20140505,0.13,-0.28,-0.55,0
20140506,-1.03,-0.56,0.14,0
20140507,0.45,-0.82,1.11,0
20140508,-0.26,-1.01,0.38,0
20140509,0.25,0.7,-0.36,0
20140512,1.2,1.41,-0.27,0
20140513,-0.05,-1.07,0.22,0
20140514,-0.61,-1.1,-0.46,0
20140515,-0.9,0.34,-0.28,0
20140516,0.36,0.27,-0.43,0
20140519,0.5,0.62,0.06,0
20140520,-0.78,-0.83,0.24,0
20140521,0.81,-0.28,0.1,0
20140522,0.36,0.64,-0.27,0
20140523,0.49,0.62,-0.22,0
20140527,0.69,0.69,-0.14,0
20140528,-0.12,-0.29,0.22,0
20140529,0.55,-0.19,-0.11,0
20140530,0.06,-0.66,0.26,0
20140602,0.06,-0.69,0.38,0
20140603,-0.05,-0.27,0.2,0
20140604,0.28,0.22,-0.07,0
20140605,0.77,1.3,-0.17,0
20140606,0.54,0.48,-0.02,0
20140609,0.22,1.04,-0.32,0
20140610,-0.03,-0.18,-0.03,0
20140611,-0.34,-0.13,-0.25,0
20140612,-0.69,0.11,0.16,0
20140613,0.31,-0.05,-0.18,0
20140616,0.13,0.47,-0.69,0
20140617,0.34,0.53,0.45,0
20140618,0.74,-0.28,-0.1,0
20140619,0.12,-0.15,-0.03,0
20140620,0.18,0.17,0.05,0
20140623,-0.02,-0.26,0.09,0
20140624,-0.72,-0.35,-0.25,0
20140625,0.53,0.35,0.15,0
20140626,-0.11,-0.09,0.01,0
20140627,0.25,0.49,-0.22,0
20140630,0.07,0.27,0.17,0
20140701,0.74,0.49,-0.38,0
20140702,-0.03,-0.45,-0.21,0
20140703,0.59,0.21,0.12,0
20140707,-0.62,-1.27,0.33,0
20140708,-0.82,-0.68,0.73,0
20140709,0.46,-0.38,-0.12,0
20140710,-0.49,-0.6,-0.02,0
20140711,0.12,-0.22,-0.36,0
20140714,0.46,0.01,-0.15,0
20140715,-0.32,-0.95,1,0
20140716,0.33,-0.61,0.35,0
20140717,-1.21,-0.39,0.18,0
20140718,1.12,0.51,-0.45,0
20140721,-0.25,-0.24,0.04,0
20140722,0.53,0.28,-0.33,0
20140723,0.19,0.17,-0.78,0
20140724,0.05,-0.31,0.03,0
20140725,-0.53,-0.4,0.16,0
20140728,-0.08,-0.47,0.27,0
20140729,-0.33,0.71,-0.66,0
20140730,0.12,0.46,-0.36,0
20140731,-2.03,-0.2,0.48,0
20140801,-0.32,-0.2,-0.04,0
20140804,0.74,0.01,-0.22,0
20140805,-0.84,0.79,-0.18,0
20140806,0.02,0.41,0.11,0
20140807,-0.52,-0.03,-0.15,0
20140808,1.13,-0.22,-0.17,0
20140811,0.4,0.59,-0.26,0
20140812,-0.23,-0.6,0.26,0
20140813,0.7,-0.09,-0.24,0
20140814,0.44,-0.24,0.01,0
20140815,0,-0.14,-0.14,0
20140818,0.93,0.6,-0.18,0
20140819,0.49,-0.13,-0.09,0
20140820,0.19,-0.66,0.29,0
20140821,0.28,-0.15,0.81,0
20140822,-0.1,0.32,-0.38,0
20140825,0.49,-0.23,0.01,0
20140826,0.19,0.72,-0.32,0
20140827,0,-0.22,0.15,0
20140828,-0.19,-0.43,0.08,0
20140829,0.39,0.27,0.09,0
20140902,0.05,0.47,-0.09,0
20140903,-0.14,-0.56,0.24,0
20140904,-0.18,-0.13,-0.17,0
20140905,0.45,-0.27,-0.02,0
20140908,-0.22,0.54,-0.46,0
20140909,-0.72,-0.44,0.02,0
20140910,0.45,0.23,-0.4,0
20140911,0.19,0.49,0.22,0
20140912,-0.55,-0.22,0.13,0
20140915,-0.28,-1.06,0.63,0
20140916,0.7,-0.4,-0.1,0
20140917,0.17,0.09,-0.24,0
20140918,0.5,0.03,0.01,0
20140919,-0.18,-0.97,0.03,0
20140922,-0.97,-0.56,0.1,0
20140923,-0.62,-0.29,-0.06,0
20140924,0.81,0.11,-0.93,0
20140925,-1.63,0.08,0.12,0
20140926,0.85,-0.02,-0.25,0
20140929,-0.22,0.18,-0.44,0
20140930,-0.4,-0.99,0.11,0
20141001,-1.39,-0.17,0.3,0
20141002,0.16,1.03,-0.39,0
20141003,1.09,-0.38,-0.45,0
20141006,-0.26,-0.78,0.36,0
20141007,-1.56,-0.14,0.15,0
20141008,1.7,0.03,-0.06,0
20141009,-2.17,-0.42,-0.4,0
20141010,-1.29,-0.17,0.51,0
20141013,-1.59,1.34,0.49,0
20141014,0.27,0.87,-0.12,0
20141015,-0.54,1.85,-1.33,0
20141016,0.22,1.05,0.24,0
20141017,1.13,-1.57,-0.1,0
20141020,0.94,0.2,-0.32,0
20141021,1.98,-0.43,0.07,0
20141022,-0.85,-0.57,0.17,0
20141023,1.29,0.53,-0.44,0
20141024,0.66,-0.47,-0.13,0
20141027,-0.17,0.12,-0.3,0
20141028,1.37,1.58,0.05,0
20141029,-0.17,-0.06,0.44,0
20141030,0.6,0.27,-0.52,0
20141031,1.23,0.28,0.2,0
20141103,-0.01,-0.27,-0.05,0
20141104,-0.35,0,-0.25,0
20141105,0.48,-0.57,0.85,0
20141106,0.49,0.11,-0.49,0
20141107,0.09,0.01,0.48,0
20141110,0.33,0.2,-0.5,0
20141111,0.1,0.03,-0.27,0
20141112,0.07,0.76,-0.27,0
20141113,-0.03,-0.9,-0.36,0
20141114,0.06,-0.16,0.18,0
20141117,-0.05,-0.98,0.23,0
20141118,0.51,0.03,-0.34,0
20141119,-0.21,-0.94,-0.05,0
20141120,0.31,0.89,0,0
20141121,0.48,-0.4,-0.05,0
20141124,0.4,0.96,-0.53,0
20141125,-0.09,0.04,-0.02,0
20141126,0.29,0.09,-0.49,0
20141128,-0.34,-0.89,-1.16,0
20141201,-0.9,-0.99,0.61,0
20141202,0.65,0.41,0.08,0
20141203,0.46,0.43,0.3,0
20141204,-0.17,-0.31,0.07,0
20141205,0.25,0.58,0.23,0
20141208,-0.82,-0.55,0.18,0
20141209,0.13,1.73,-0.12,0
20141210,-1.72,-0.63,-0.13,0
20141211,0.5,-0.09,-0.17,0
20141212,-1.55,0.51,-0.59,0
20141215,-0.68,-0.27,0.08,0
20141216,-0.8,0.61,0.6,0
20141217,2.15,0.86,-0.08,0
20141218,2.36,-0.86,-0.19,0
20141219,0.44,-0.24,0.24,0
20141222,0.37,0.2,-0.1,0
20141223,0.21,-0.3,1.11,0
20141224,0.06,0.36,-0.19,0
20141226,0.38,0.37,-0.3,0
20141229,0.13,0.16,0.58,0
20141230,-0.48,0.06,0.32,0
20141231,-0.93,0.5,-0.45,0
20150102,-0.12,-0.59,0.12,0
20150105,-1.84,0.33,-0.68,0
20150106,-1.03,-0.8,-0.29,0
20150107,1.19,0.2,-0.67,0
20150108,1.81,-0.12,-0.29,0
20150109,-0.85,0.01,-0.47,0
20150112,-0.78,0.4,-0.44,0
20150113,-0.19,0.28,0.01,0
20150114,-0.6,0.29,-0.5,0
20150115,-1.08,-1,0.61,0
20150116,1.36,0.47,-0.13,0
20150120,0.11,-0.66,-0.54,0
20150121,0.42,-0.97,0.59,0
20150122,1.58,0.45,0.42,0
20150123,-0.47,0.5,-0.76,0
20150126,0.42,0.59,-0.05,0
20150127,-1.22,0.65,0.2,0
20150128,-1.39,-0.06,-0.81,0
20150129,0.98,0.26,0.04,0
20150130,-1.31,-0.79,0.05,0
20150202,1.24,-0.46,1,0
20150203,1.49,0.15,0.5,0
20150204,-0.35,-0.08,-0.22,0
20150205,1.1,0.46,-0.07,0
20150206,-0.2,0.09,0.34,0
20150209,-0.46,-0.36,0.11,0
20150210,1.05,-0.3,-0.73,0
20150211,0.03,-0.08,-0.34,0
20150212,1,0.16,-0.05,0
20150213,0.47,0.17,-0.3,0
20150217,0.16,-0.04,-0.03,0
20150218,0.03,0.32,-0.83,0
20150219,-0.01,0.28,-0.38,0
20150220,0.61,-0.4,-0.27,0
20150223,-0.08,0.04,-0.37,0
20150224,0.32,-0.05,0.71,0
20150225,0.01,0.23,-0.48,0
20150226,-0.08,0.66,-0.5,0
20150227,-0.36,-0.22,0.22,0
20150302,0.62,0.23,-0.46,0
20150303,-0.43,-0.31,0.32,0
20150304,-0.41,0.12,-0.37,0
20150305,0.15,0.27,-0.43,0
20150306,-1.29,0.29,0.41,0
20150309,0.37,0.09,0,0
20150310,-1.63,0.44,-0.53,0
20150311,-0.03,0.54,0.51,0
20150312,1.28,0.4,0.46,0
20150313,-0.58,0.21,-0.02,0
20150316,1.24,-0.77,-0.38,0
20150317,-0.19,0.53,-0.01,0
20150318,1.09,-0.53,0.02,0
20150319,-0.36,0.89,-1.12,0
20150320,0.81,-0.16,0.56,0
20150323,-0.19,0.2,0.24,0
20150324,-0.51,0.61,-0.26,0
20150325,-1.56,-1.01,1.03,0
20150326,-0.22,0.12,-0.04,0
20150327,0.32,0.51,-0.72,0
20150330,1.24,0.01,0.01,0
20150331,-0.75,0.4,0.39,0
20150401,-0.38,0.35,0.42,0
20150402,0.35,-0.09,0.28,0
20150406,0.61,-0.29,-0.08,0
20150407,-0.22,-0.19,-0.19,0
20150408,0.37,0.56,-0.74,0
20150409,0.41,-0.7,-0.08,0
20150410,0.5,-0.08,-0.27,0
20150413,-0.38,0.51,0.24,0
20150414,0.1,-0.21,0.22,0
20150415,0.57,0.25,0.36,0
20150416,-0.08,-0.09,-0.2,0
20150417,-1.23,-0.47,0.18,0
20150420,0.95,0.17,-0.28,0
20150421,-0.1,0.18,-0.73,0
20150422,0.46,-0.37,0.18,0
20150423,0.29,0.28,-0.25,0
20150424,0.17,-0.49,-0.31,0
20150427,-0.54,-0.7,0.56,0
20150428,0.27,0.18,1.06,0
